timestamp,elapsed_s,segment,roots_V,grounded_roots_V
2026-08-16 14:53:38.155,0.001,lower,0.07562500000000028,0.005625000000000213
2026-08-16 14:53:38.168,0.014,lower,0.03687500000000066,-0.0006249999999996536
2026-08-16 14:53:38.178,0.024,lower,-0.09187500000000015,-0.03750000000000031
2026-08-16 14:53:38.188,0.034,lower,0.0737500000000002,0.0050000000000005596
2026-08-16 14:53:38.198,0.044,lower,-0.11687499999999962,-0.030000000000000027
2026-08-16 14:53:38.208,0.054,lower,0.03437499999999982,-0.007500000000000284
2026-08-16 14:53:38.218,0.064,lower,0.06000000000000005,0.0
2026-08-16 14:53:38.228,0.074,lower,-0.0649999999999995,-0.04124999999999934
2026-08-16 14:53:38.238,0.084,lower,0.0737500000000002,0.005625000000000213
2026-08-16 14:53:38.248,0.094,lower,-0.09874999999999967,-0.027500000000000302
2026-08-16 14:53:38.258,0.104,lower,0.023125000000000506,-0.01687499999999953
2026-08-16 14:53:38.268,0.114,lower,0.033125000000000515,0.004374999999999796
2026-08-16 14:53:38.278,0.124,lower,-0.09062499999999973,-0.04375000000000018
2026-08-16 14:53:38.288,0.134,lower,0.07437499999999986,0.010624999999999662
2026-08-16 14:53:38.298,0.144,lower,-0.11874999999999969,-0.02874999999999961
2026-08-16 14:53:38.308,0.154,lower,0.03375000000000017,-0.010624999999999662
2026-08-16 14:53:38.318,0.164,lower,0.06062499999999971,0.0050000000000005596
2026-08-16 14:53:38.328,0.174,lower,-0.06249999999999978,-0.03750000000000031
2026-08-16 14:53:38.338,0.184,lower,0.07687499999999958,0.006875000000000631
2026-08-16 14:53:38.348,0.194,lower,-0.10187500000000016,-0.033124999999999405
2026-08-16 14:53:38.358,0.204,lower,0.026249999999999885,-0.009375000000000355
2026-08-16 14:53:38.368,0.214,lower,0.03437499999999982,0.0024999999999997247
2026-08-16 14:53:38.378,0.224,lower,-0.08437499999999987,-0.03624999999999989
2026-08-16 14:53:38.388,0.234,lower,0.07562500000000028,0.008124999999999938
2026-08-16 14:53:38.398,0.244,lower,-0.1243749999999999,-0.030000000000000027
2026-08-16 14:53:38.408,0.254,lower,0.04062499999999969,-0.009375000000000355
2026-08-16 14:53:38.418,0.264,lower,0.06000000000000005,0.0024999999999997247
2026-08-16 14:53:38.428,0.274,lower,-0.10624999999999996,-0.03874999999999962
2026-08-16 14:53:38.438,0.284,lower,0.07624999999999993,0.0031250000000004885
2026-08-16 14:53:38.448,0.294,lower,-0.10812500000000003,-0.026249999999999885
2026-08-16 14:53:38.458,0.304,lower,0.02687500000000065,-0.008749999999999591
2026-08-16 14:53:38.468,0.314,lower,0.028124999999999956,0.0050000000000005596
2026-08-16 14:53:38.478,0.324,lower,-0.08375000000000021,-0.04437499999999983
2026-08-16 14:53:38.488,0.334,lower,0.07687499999999958,0.010000000000000009
2026-08-16 14:53:38.498,0.344,lower,-0.078125,-0.02375000000000016
2026-08-16 14:53:38.508,0.354,lower,0.04187500000000011,-0.005625000000000213
2026-08-16 14:53:38.518,0.364,lower,0.05562500000000026,0.008124999999999938
2026-08-16 14:53:38.528,0.374,lower,-0.10249999999999981,-0.040000000000000036
2026-08-16 14:53:38.538,0.384,lower,0.08187500000000014,0.004374999999999796
2026-08-16 14:53:38.548,0.394,lower,-0.10687499999999961,-0.030000000000000027
2026-08-16 14:53:38.558,0.404,lower,0.030000000000000027,-0.013124999999999387
2026-08-16 14:53:38.568,0.414,lower,0.027500000000000302,0.003750000000000142
2026-08-16 14:53:38.578,0.424,lower,-0.078125,-0.03624999999999989
2026-08-16 14:53:38.588,0.434,lower,0.07874999999999965,0.004374999999999796
2026-08-16 14:53:38.598,0.444,lower,-0.08624999999999994,-0.027500000000000302
2026-08-16 14:53:38.608,0.454,lower,0.043125000000000524,-0.009375000000000355
2026-08-16 14:53:38.618,0.464,lower,0.05562500000000026,0.008124999999999938
2026-08-16 14:53:38.628,0.474,lower,-0.09874999999999967,-0.03624999999999989
2026-08-16 14:53:38.638,0.484,lower,0.08125000000000049,0.008124999999999938
2026-08-16 14:53:38.648,0.494,lower,-0.10687499999999961,-0.028124999999999956
2026-08-16 14:53:38.658,0.504,lower,0.03562500000000024,-0.00687499999999952
2026-08-16 14:53:38.668,0.514,lower,0.07062499999999972,0.007500000000000284
2026-08-16 14:53:38.678,0.524,lower,-0.0737500000000002,-0.04187500000000011
2026-08-16 14:53:38.688,0.534,lower,0.08000000000000007,0.008124999999999938
2026-08-16 14:53:38.698,0.544,lower,-0.08437499999999987,-0.024999999999999467
2026-08-16 14:53:38.708,0.554,lower,0.043125000000000524,-0.010000000000000009
2026-08-16 14:53:38.718,0.564,lower,0.051875000000000115,0.007500000000000284
2026-08-16 14:53:38.728,0.574,lower,-0.09874999999999967,-0.034999999999999476
2026-08-16 14:53:38.738,0.584,lower,0.07312500000000055,0.009375000000000355
2026-08-16 14:53:38.748,0.594,lower,-0.1112499999999994,-0.023124999999999396
2026-08-16 14:53:38.758,0.604,lower,0.038124999999999964,-0.0024999999999997247
2026-08-16 14:53:38.768,0.614,lower,0.07249999999999979,0.0050000000000005596
2026-08-16 14:53:38.778,0.624,lower,-0.07062499999999972,-0.04187500000000011
2026-08-16 14:53:38.788,0.634,lower,0.08000000000000007,0.01187500000000008
2026-08-16 14:53:38.798,0.644,lower,-0.08687499999999959,-0.028124999999999956
2026-08-16 14:53:38.808,0.654,lower,0.0506249999999997,-0.010624999999999662
2026-08-16 14:53:38.818,0.664,lower,0.05437499999999984,0.009375000000000355
2026-08-16 14:53:38.828,0.674,lower,-0.09124999999999939,-0.04187500000000011
2026-08-16 14:53:38.838,0.684,lower,0.07500000000000062,0.010000000000000009
2026-08-16 14:53:38.848,0.694,lower,-0.11062499999999975,-0.02562500000000023
2026-08-16 14:53:38.858,0.704,lower,0.040000000000000036,-0.011249999999999316
2026-08-16 14:53:38.868,0.714,lower,0.06750000000000034,0.0031250000000004885
2026-08-16 14:53:38.878,0.724,lower,-0.06750000000000034,-0.03937500000000038
2026-08-16 14:53:38.888,0.734,lower,0.08187500000000014,0.008124999999999938
2026-08-16 14:53:38.898,0.744,lower,-0.08812500000000001,-0.030000000000000027
2026-08-16 14:53:38.908,0.754,lower,0.023125000000000506,-0.010000000000000009
2026-08-16 14:53:38.918,0.764,lower,0.04750000000000032,0.006249999999999867
2026-08-16 14:53:38.928,0.774,lower,-0.09312499999999946,-0.03874999999999962
2026-08-16 14:53:38.938,0.784,lower,0.078125,0.006875000000000631
2026-08-16 14:53:38.948,0.794,lower,-0.11312499999999948,-0.03562500000000024
2026-08-16 14:53:38.958,0.804,lower,0.03937500000000038,-0.007500000000000284
2026-08-16 14:53:38.968,0.814,lower,0.06687500000000068,0.003750000000000142
2026-08-16 14:53:38.978,0.824,lower,-0.11249999999999982,-0.03687499999999955
2026-08-16 14:53:38.988,0.834,lower,0.08375000000000021,0.009375000000000355
2026-08-16 14:53:38.998,0.844,lower,-0.09312499999999946,-0.022499999999999742
2026-08-16 14:53:39.008,0.854,lower,0.027500000000000302,-0.005625000000000213
2026-08-16 14:53:39.018,0.864,lower,0.045000000000000595,0.008749999999999591
2026-08-16 14:53:39.028,0.874,lower,-0.08687499999999959,-0.043124999999999414
2026-08-16 14:53:39.038,0.884,lower,0.078125,0.007500000000000284
2026-08-16 14:53:39.048,0.894,lower,-0.1143749999999999,-0.026874999999999538
2026-08-16 14:53:39.058,0.904,lower,0.038124999999999964,-0.004999999999999449
2026-08-16 14:53:39.068,0.914,lower,0.06812499999999999,0.0024999999999997247
2026-08-16 14:53:39.078,0.924,lower,-0.10375000000000023,-0.03687499999999955
2026-08-16 14:53:39.088,0.934,lower,0.08375000000000021,0.010624999999999662
2026-08-16 14:53:39.098,0.944,lower,-0.09437499999999988,-0.024999999999999467
2026-08-16 14:53:39.108,0.954,lower,0.030000000000000027,-0.01187500000000008
2026-08-16 14:53:39.118,0.964,lower,0.045000000000000595,0.005625000000000213
2026-08-16 14:53:39.128,0.974,lower,-0.08624999999999994,-0.03750000000000031
2026-08-16 14:53:39.138,0.984,lower,0.078125,0.005625000000000213
2026-08-16 14:53:39.148,0.994,lower,-0.06874999999999964,-0.026249999999999885
2026-08-16 14:53:39.158,1.004,lower,0.043125000000000524,-0.01187500000000008
2026-08-16 14:53:39.168,1.014,lower,0.06562500000000027,0.006875000000000631
2026-08-16 14:53:39.178,1.024,lower,-0.11062499999999975,-0.03687499999999955
2026-08-16 14:53:39.188,1.034,lower,0.0824999999999998,0.0050000000000005596
2026-08-16 14:53:39.198,1.044,lower,-0.09812500000000002,-0.03249999999999975
2026-08-16 14:53:39.208,1.054,lower,0.030000000000000027,-0.011249999999999316
2026-08-16 14:53:39.218,1.064,lower,0.0737500000000002,0.006249999999999867
2026-08-16 14:53:39.228,1.074,lower,-0.08375000000000021,-0.03687499999999955
2026-08-16 14:53:39.238,1.084,lower,0.08125000000000049,0.007500000000000284
2026-08-16 14:53:39.248,1.094,lower,-0.07124999999999937,-0.019375000000000364
2026-08-16 14:53:39.258,1.104,lower,0.04249999999999976,-0.004999999999999449
2026-08-16 14:53:39.268,1.114,lower,0.06624999999999992,0.008124999999999938
2026-08-16 14:53:39.278,1.124,lower,-0.1012499999999994,-0.04249999999999976
2026-08-16 14:53:39.288,1.134,lower,0.08375000000000021,0.010624999999999662
2026-08-16 14:53:39.298,1.144,lower,-0.10062499999999974,-0.024374999999999813
2026-08-16 14:53:39.308,1.154,lower,0.03437499999999982,-0.004999999999999449
2026-08-16 14:53:39.318,1.164,lower,0.07562500000000028,0.007500000000000284
2026-08-16 14:53:39.328,1.174,lower,-0.08062499999999972,-0.04249999999999976
2026-08-16 14:53:39.338,1.184,lower,0.08500000000000063,0.008749999999999591
2026-08-16 14:53:39.348,1.194,lower,-0.07499999999999951,-0.023124999999999396
2026-08-16 14:53:39.358,1.204,lower,0.045000000000000595,-0.012499999999999734
2026-08-16 14:53:39.368,1.214,lower,0.06500000000000061,0.007500000000000284
2026-08-16 14:53:39.378,1.224,lower,-0.0968749999999996,-0.03687499999999955
2026-08-16 14:53:39.388,1.234,lower,0.07437499999999986,0.001875000000000071
2026-08-16 14:53:39.398,1.244,lower,-0.10375000000000023,-0.029375000000000373
2026-08-16 14:53:39.408,1.254,lower,0.03562500000000024,-0.012499999999999734
2026-08-16 14:53:39.418,1.264,lower,0.07562500000000028,0.0024999999999997247
2026-08-16 14:53:39.428,1.274,lower,-0.078125,-0.040000000000000036
2026-08-16 14:53:39.438,1.284,lower,0.08000000000000007,0.001875000000000071
2026-08-16 14:53:39.448,1.294,lower,-0.07874999999999965,-0.030000000000000027
2026-08-16 14:53:39.458,1.304,lower,0.0187499999999996,-0.009375000000000355
2026-08-16 14:53:39.468,1.314,lower,0.06062499999999971,0.003750000000000142
2026-08-16 14:53:39.478,1.324,lower,-0.09750000000000036,-0.038124999999999964
